"global_id";"ID";"Name";"Text";"Photo";"AdmArea";"District";"Location";"LocationInfo";"InstallationDate";"InstallationComment";"Form";"Details";"Material";"Authors";"InventoryDate";"PlaquePresence";"Condition";"DefectPhoto";"Accessibility";"CommonInfo";"UNOM";"geoData";"geodata_center";
"2813786";"1347";"Мемориальная доска в память о формировании коммунистического рабочего батальона Дзержинского района";"Здесь в грозные дни нашей Родины 14-16 октября 1941 года формировался коммунистический рабочий батальон Дзержинского района, вошедший в Третью Московскую Коммунистическую дивизию и защищавший Москву от немецко-фашистских захватчиков.";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Марьиной рощи 5-й пр., дом 15А, строение 1";"Международная академия бизнеса и управления СВАО, 5-й проезд Марьиной Рощи, дом 15А";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2125773";"{coordinates=[37.620032047, 55.798161916], type=Point}";"{coordinates=[37.620032047, 55.798161916], type=Point}";
"2813787";"1348";"Мемориальная доска Грицаю Алексею Михайловичу";"Народный художник СССР Алексей Михайлович Грицай жил и работал в этом доме с 1955 по 1998 год";"nested data";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица Верхняя Масловка, дом 3";"";"27.08.2020";"";"вертикальная";"С полнофигурным барельефным портретом";"бронза";"nested data";"05.03.2021";"";"полная";"nested data";"";"";"13925";"{coordinates=[37.567296417, 55.791986263], type=Point}";"{coordinates=[37.567296417, 55.791986263], type=Point}";
"2813791";"1352";"Мемориальная доска Лауда Иде Рудольфовне";"В этой школе училась партизанка Ида Лауда, геройски погибшая 9 марта 1944 г.";"nested data";"Северо-Восточный административный округ";"Бутырский район";"Большая Новодмитровская улица, дом 63";"Колледж по подготовке социальных работников №16";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2114154";"{coordinates=[37.583961667, 55.805227028], type=Point}";"{coordinates=[37.583961667, 55.805227028], type=Point}";
"2813792";"1353";"Мемориальная доска в память о формировании дивизии Народного ополчения Дзержинского района";"Здесь в суровые дни Великой Отечественной войны (июль 1941 г.) была сформирована дивизия народного ополчения Дзержинского района г.Москвы, которая за воинскую доблесть, проявленную в боях с немецко - фашистскими захватчиками была награждена правительственной наградой и получила почетное наименование Брестская стрелковая Краснознаменная дивизия";"nested data";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Образцова, дом 15-17, строение 1";"Московский государственный университет путей сообщения";"01.07.1955";"";"сложной формы";"Текстовая с изображением трёх воинов";"бронза";"nested data";"18.02.2016";"";"полная";"nested data";"";"";"2138569";"{coordinates=[37.488607403, 55.796351772], type=Point}";"{coordinates=[37.488607403, 55.796351772], type=Point}";
"2813793";"1354";"Мемориальная доска Филатову Валентину Ивановичу";"В этом доме с 1959 по 1979 год жил выдающийся дрессировщик народный артист СССР Валентин Иванович Филатов";"nested data";"Северо-Западный административный округ";"район Щукино";"Кутузовский просп., дом 5/3";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"12387";"{coordinates=[37.488665881, 55.796433455], type=Point}";"{coordinates=[37.488665881, 55.796433455], type=Point}";
"2813796";"1357";"Мемориальная доска Образцову Владимиру Николаевичу";"В этом доме с 1928 года по 1949 год жил видный учёный в области железнодорожного транспорта, академик Владимир Николаевич Образцов";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Образцова, дом 12";"";"01.07.1949";"";"вертикальная";"Текстовая";"";"nested data";"03.04.2023";"";"полная";"nested data";"";"Следы краски.";"17145";"{coordinates=[37.609473974, 55.787487972], type=Point}";"{coordinates=[37.609473974, 55.787487972], type=Point}";
"2813797";"1358";"Мемориальная доска в память о размещении штаба Революционного комитета Сущёво-Марьинского района";"Здесь в октябре 1917 г. помещался штаб Революционного комитета Сущёво-Марьинского района";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская ул., дом 26/15, строение 1";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2115868";"{coordinates=[37.613965813, 55.788679215], type=Point}";"{coordinates=[37.613965813, 55.788679215], type=Point}";
"2813799";"1360";"Мемориальная доска в память о формировании артиллерийского полка дивизии Народного ополчения Дзержинского района г.Москвы";"Здесь в суровые дни Великой Отечественной войны (июль 1941 г.) был сформирован артиллерийский полк дивизии народного ополчения Дзержинского района г. Москвы, который за воинскую доблесть, проявленную в боях с немецко-фашистскими захватчиками, был награждён правительственной наградой и получил почётное наименование «Артиллерийский Штеттинский Краснознамённый полк»";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская ул., дом 81, строение 1";"Средняя школа № 237";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2103714";"{coordinates=[37.61217065, 55.79589184], type=Point}";"{coordinates=[37.61217065, 55.79589184], type=Point}";
"2813800";"1361";"Мемориальная доска памяти павших выпускников школы № 237";"Выпускники школы 237, павшие на фронтах Великой Отечественной Войны 1941 - 1945 гг. (далее следуют фамилии и имена 19 павших воинов). Вечная память героям.";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьская улица, дом 81";"Средняя школа № 237";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2103714";"{coordinates=[37.61217065, 55.79589184], type=Point}";"{coordinates=[37.61217065, 55.79589184], type=Point}";
"2813801";"1362";"Мемориальная доска Дмитриеву Борису Михайловичу";"В этой школе учился с 1936 по 1941 год Герой Советского Союза Борис Дмитриев, павший в боях за Родину в 1944 году.";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Октябрьский переулок, дом 11";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2114109";"{coordinates=[37.610030968, 55.78663681], type=Point}";"{coordinates=[37.610030968, 55.78663681], type=Point}";
"2813802";"1363";"Мемориальная доска Самойлову Давиду Самуиловичу";"В этом доме с 1922 по 1966 г.г. жил и работал поэт Давид Самойлов";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"площадь Борьбы, дом 15";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2632";"{coordinates=[37.606461458, 55.78566046], type=Point}";"{coordinates=[37.606461458, 55.78566046], type=Point}";
"2813803";"1364";"Мемориальная доска в память о формировании частей дивизии Народного ополчения Ростокинского района города Москвы";"В этом здании в июле 1941 года формировались части дивизии народного ополчения Ростокинского района города Москвы, грудью вставшие на защиту Родины в годы Великой Отечественной войны";"nested data";"Северо-Восточный административный округ";"Останкинский район";"город Москва, проспект Мира, дом 87, строение 1";"Гимназия № 1518";"01.07.2006";"Старая мраморная доска 1990-х гг. – в музее.";"горизонтальная";"Текстовая, с полочкой";"";"nested data";"23.02.2016";"";"полная";"nested data";"";"Размеры: 70 х 40 см.";"2126214";"{coordinates=[37.634813575, 55.803652227], type=Point}";"{coordinates=[37.634813575, 55.803652227], type=Point}";
"2813805";"1366";"Мемориальная доска Силантьеву Юрию Васильевичу";"В этом доме с 1973 года по 1983 год жил композитор и дирижёр народный артист СССР Юрий Васильевич Силантьев";"nested data";"Северо-Восточный административный округ";"Останкинский район";"проспект Мира, дом 91, корпус 3";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14510";"{coordinates=[37.635553799, 55.806869995], type=Point}";"{coordinates=[37.635553799, 55.806869995], type=Point}";
"2813806";"1367";"Мемориальная доска в память о формировании стрелкового полка дивизии Народного ополчения Ростокинского района г.Москвы";"В этой школе 4-6 июля 1941г. из рабочих завода «Калибр» формировался стрелковый полк дивизии народного ополчения Ростокинского района г.Москвы, грудью ставший на защиту Родины в годы Великой Отечественной войны";"nested data";"Северо-Восточный административный округ";"Останкинский район";"Мира просп., дом 95, строение 3";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2100053";"{coordinates=[37.635148227, 55.807723875], type=Point}";"{coordinates=[37.635148227, 55.807723875], type=Point}";
"2813807";"1368";"Мемориальная доска Соколову-Микитову Ивану Сергеевичу";"Выдающийся русский писатель Иван Сергеевич Соколов-Микитов жил и работал в этом доме с 1967 по 1975 год";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"проспект Мира, дом 118А";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14525";"{coordinates=[37.640162043, 55.810429301], type=Point}";"{coordinates=[37.640162043, 55.810429301], type=Point}";
"2813808";"1369";"Мемориальная доска Исаеву Алексею Михайловичу";"В этом доме с 1960 года по 1971 год жил главный конструктор авиационных и ракетных двигателей, Герой Социалистического Труда, лауреат Ленинской и Государственных премий СССР Алексей Михайловича Исаев";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"проспект Мира, дом 180";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14569";"{coordinates=[37.646330843, 55.824256], type=Point}";"{coordinates=[37.646330843, 55.824256], type=Point}";
"2813810";"1371";"Мемориальная доска в память о формировании 25-го гвардейского миномётного полка";"В этом здании в декабре 1941 - марте 1942 г.г. был сформирован 25 - й гвардейский миномётный полк. В боях за свободу Советской Родины он был удостоен наименования «Никопольский» и награждён орденами Красного Знамени и Александра Невского";"nested data";"Северо-Восточный административный округ";"Ярославский район";"Проходчиков ул., дом 9";"ГОУ лицей №1537";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2124996";"{coordinates=[37.719171329, 55.874434553], type=Point}";"{coordinates=[37.719171329, 55.874434553], type=Point}";
"2813811";"1372";"Мемориальная доска Докукину Ивану Архиповичу, Турунову Геннадию Сергеевичу";"Здесь учились Герои Советского Союза Докукин Иван Архипович 1920-1943, Турунов Геннадий Сергеевич 1925-1945";"nested data";"Северо-Восточный административный округ";"район Ростокино";"Ростокинская улица, дом 3";"ГОУ СОШ №1499";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2304088";"{coordinates=[37.660743258, 55.835616313], type=Point}";"{coordinates=[37.660743258, 55.835616313], type=Point}";
"2813813";"1374";"Мемориальная доска Колесовой Елене Фёдоровне";"Герой Советского Союза Колесова Елена Фёдоровна училась в педагогическом училище № 2 и окончила в 1939 году";"nested data";"Северо-Восточный административный округ";"район Ростокино";"Сельскохозяйственный 2-й пр., дом 4, строение 1";"Московский государственный педагогический университет";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2125336";"{coordinates=[37.643443464, 55.833635776], type=Point}";"{coordinates=[37.643443464, 55.833635776], type=Point}";
"2813814";"1375";"Мемориальная доска Ростоцкому Станиславу Иосифовичу";"Кинорежиссер, народный артист СССР Станислав Иосифович Ростоцкий жил в этом доме с 1961 по 2001 г.";"nested data";"Северо-Восточный административный округ";"район Ростокино";"улица Сергея Эйзенштейна, дом 6";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"30060";"{coordinates=[37.640803541, 55.83246875], type=Point}";"{coordinates=[37.640803541, 55.83246875], type=Point}";
"2813815";"1376";"Мемориальная доска Железнякову Анатолию Григорьевичу";"Здесь на заводе «Борец» (бывший завод Густава Листа) в 1915 году работал легендарный герой Гражданской войны матрос Железняк (Анатолий Григорьевич Железняков)";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Складочная улица, владение 6";"Московский компрессорный завод «Борец»";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2304097";"{coordinates=[37.596323495, 55.804919955], type=Point}";"{coordinates=[37.596323495, 55.804919955], type=Point}";
"2813816";"1377";"Мемориальная доска Калинину Михаилу Ивановичу";"Здесь перед работниками завода «Борец» 23 ноября 1922 года выступал с докладом о IV сессии ВЦИК председатель ВЦИК Михаил Иванович Калинин";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Складочная улица, владение 6";"Московский компрессорный завод «Борец»";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2304097";"{coordinates=[37.596323495, 55.804919955], type=Point}";"{coordinates=[37.596323495, 55.804919955], type=Point}";
"2813817";"1378";"Мемориальная доска Космодемьянской Зое Анатольевне";"Здесь в 1941 году работала комсомолка-партизанка, Герой Советского Союза Зоя Космодемьянская, зверски замученная немецко-фашистскими палачами под Москвой в деревне Петрищево Верейского района в ноябре 1941 года";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Складочная улица, владение 6";"Московский компрессорный завод «Борец»";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2304097";"{coordinates=[37.596323495, 55.804919955], type=Point}";"{coordinates=[37.596323495, 55.804919955], type=Point}";
"2813818";"1379";"Мемориальная доска Полтавской Жене и Грибкову Шуре";"Здесь учились и ушли на подвиг Шура Грибкова и Женя Полтавская";"nested data";"Северо-Восточный административный округ";"район Марьина Роща";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Стрелецкая улица, дом 2, строение 1";"Московское художественное училище прикладного искусства";"01.07.1970";"";"горизонтальная";"С рельефными портретами и изображением штыка и звезды, угловая, текст в нижней части";"";"nested data";"27.02.2016";"";"полная";"nested data";"";"";"2115864";"{coordinates=[37.597759841, 55.795447125], type=Point}";"{coordinates=[37.597759841, 55.795447125], type=Point}";
"2813819";"1380";"Мемориальная доска Ломову Борису Фёдоровичу";"В этом здании с 1978 года по 1989 год работал выдающийся Советский психолог, организатор и первый директор Института психологии Академии наук СССР, член-корреспондент АН СССР, профессор Борис Фёдорович Ломов";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"Ярославская ул., дом 13, корпус 1";"Институт психологии РАН";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2125880";"{coordinates=[37.646862533, 55.819351942], type=Point}";"{coordinates=[37.646862533, 55.819351942], type=Point}";
"2813820";"1381";"Мемориальная доска Арзуманяну Анушавану Агафоновичу";"Академик Анушаван Агафонович Арзуманян, выдающийся советский учёный, директор Института мировой экономики и международных отношений Академии наук СССР, работал в этом здании в 1961-1965 гг.";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"Ярославская ул., дом 13, корпус 1";"Институт психологии РАН";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2125880";"{coordinates=[37.646862533, 55.819351942], type=Point}";"{coordinates=[37.646862533, 55.819351942], type=Point}";
"2813821";"1382";"Мемориальная доска Небылицыну Владимиру Дмитриевичу";"В этом институте работал один из его основателей, член-корреспондент АПН СССР профессор Владимир Дмитриевич Небылицын";"nested data";"Северо-Восточный административный округ";"Алексеевский район";"Ярославская ул., дом 13, корпус 1";"Институт психологии РАН";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2125880";"{coordinates=[37.646862533, 55.819351942], type=Point}";"{coordinates=[37.646862533, 55.819351942], type=Point}";
"2813823";"1384";"Мемориальная доска памяти ликвидаторов последствий аварии на Чернобыльской АЭС";"Не померкнет память о подвиге участников ликвидации последствий аварии на Чернобыльской АЭС, героически защитивших Человечество от смертельной опасности. 24 апреля 1986 года";"nested data";"Северо-Западный административный округ";"район Щукино";"Авиационная улица, дом 68";"Музей «Память о подвиге»";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"127";"{coordinates=[37.456526834, 55.810038763], type=Point}";"{coordinates=[37.456526834, 55.810038763], type=Point}";
"2813824";"1385";"Мемориальная доска Богомолову Семёну Ивановичу";"В этом доме жил Герой Советского Союза Богомолов Семен Иванович (1917-1987)";"nested data";"Северо-Западный административный округ";"район Щукино";"улица Академика Бочвара, дом 15";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2738";"{coordinates=[37.455527378, 55.80288088], type=Point}";"{coordinates=[37.455527378, 55.80288088], type=Point}";
"2813825";"1386";"Мемориальная доска Кикоину Исааку Кушелевичу";"Здесь с 1980 года по 1985 год жил ученый-физик дважды Герой Социалистического труда, лауреат Ленинской и государственных премий СССР, академик Исаак Кушелевич Кикоин";"nested data";"Северо-Западный административный округ";"район Щукино";"улица Гамалеи, дом 9";"Жилой дом";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"5184";"{coordinates=[37.460465717, 55.798532509], type=Point}";"{coordinates=[37.460465717, 55.798532509], type=Point}";
"2813826";"1387";"Мемориальная доска Гамалее Николаю Фёдоровичу";"Здесь работал в 1936-1949 гг. основоположник отечественной микробиологии, почётный академик Николай Фёдорович Гамалея";"nested data";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Гамалеи, дом 18, строение 18";"НИИ эпидемиологии и микробиологии им. Н.Ф. Гамалеи";"01.07.1975";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом в медальоне";"бронза";"nested data";"24.02.2016";"";"повреждения";"nested data";"";"Загрязнения, следы краски, трещина в левом нижнем углу.
Размеры: 69 х 122 см.";"2104406";"{coordinates=[37.457616232, 55.80169372], type=Point}";"{coordinates=[37.457616232, 55.80169372], type=Point}";
"2813827";"1388";"Мемориальная доска Павловскому Евгению Никаноровичу";"Здесь с 1945 года по 1954 год работал Герой Социалистического труда, лауреат Ленинской и государственной премий СССР академик Евгений Никанорович Павловский";"nested data";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Гамалеи, дом 18, строение 18";"НИИ эпидемологии и микробиологии имени Н.Ф. Гамалеи";"12.12.1986";"";"вертикальная";"Текстовая с барельефным портретом в нише";"";"nested data";"24.02.2016";"";"общее загрязнение";"nested data";"";"Следы краски.
Размеры: 72 х 123 см.";"2104406";"{coordinates=[37.457616232, 55.80169372], type=Point}";"{coordinates=[37.457616232, 55.80169372], type=Point}";
"2813828";"1389";"Мемориальная доска Прозоровскому Сергею Викторовичу";"Здесь с 1958 г. работал крупный ученый-микробиолог, академик Сергей Викторович Прозоровский, директор Института с 1989 г. по 1997 г.";"nested data";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Гамалеи, дом 18, строение 18";"НИИ эпидемиологии и микробиологии РАМН им. Н.Ф. Гамалеи";"01.01.0001";"2000-е годы";"вертикальная";"Текстовая с горельефным портретом и с изображением колб";"бронза";"nested data";"24.02.2016";"";"полная";"nested data";"";"Размеры: 70 х 132 см.";"2104406";"{coordinates=[37.457616232, 55.80169372], type=Point}";"{coordinates=[37.457616232, 55.80169372], type=Point}";
"2813829";"1390";"Мемориальная доска Тимакову Владимиру Дмитриевичу";"Здесь с 1945 года по 1977 год работал видный деятель медицинской науки и Советского здравоохранения, Герой Социалистического труда, лауреат Ленинской и государственной премии СССР, академик Владимир Дмитриевич Тимаков";"nested data";"Северо-Западный административный округ";"район Щукино";"Гамалеи ул., дом 18";"НИИ эпидемологии и микробиологии РАМН им. Н.Ф. Гамалеи";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2104406";"{coordinates=[37.457653131, 55.801752865], type=Point}";"{coordinates=[37.457653131, 55.801752865], type=Point}";
"2813830";"1391";"Мемориальная доска Зильберу Льву Александровичу";"Здесь с 1939 года по 1966 год работал выдающийся биолог, медик, лауреат государственных премий СССР, академик медицины Лев Александрович Зильбер";"nested data";"Северо-Западный административный округ";"район Щукино";"улица Гамалеи, дом 25";"НИИ эпидемиологии и микробиологии РАМН им. Н.Ф.Гамалеи";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3301592";"{coordinates=[37.453227308, 55.801710103], type=Point}";"{coordinates=[37.453227308, 55.801710103], type=Point}";
"2813831";"1392";"Мемориальная доска Курчатову Игорю Васильевичу";"Здесь жил Курчатов. 1946-1960";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 42";"РНЦ «Курчатовский институт», на Мемориальном доме-музее академика И.В. Курчатова (здание 42)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3306282";"{coordinates=[37.476322504, 55.798472071], type=Point}";"{coordinates=[37.476322504, 55.798472071], type=Point}";
"2813832";"1393";"Мемориальная доска Курчатову Борису Васильевичу";"Курчатов Борис Васильевич, выдающийся учёный жил и работал в этом доме с 1946 по 1949 годы";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 42";"РНЦ «Курчатовский институт», на Мемориальном доме-музее академика И.В. Курчатова (здание 42)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3306282";"{coordinates=[37.476322504, 55.798472071], type=Point}";"{coordinates=[37.476322504, 55.798472071], type=Point}";
"2813833";"1394";"Мемориальная доска Александрову Анатолию Петровичу";"Здесь с 1948 по 1994 год работал выдающийся ученый и организатор, родоначальник атомного флота и научный руководитель создания атомной энергетики в СССР, директор института, президент АН СССР, трижды Герой Социалистического труда, лауреат Ленинской и государственных премий СССР академик Анатолий Петрович Александров";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 1";"РНЦ «Курчатовский институт», Институт ядерного синтеза, Главное здание";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305686";"{coordinates=[37.474445132, 55.800478241], type=Point}";"{coordinates=[37.474445132, 55.800478241], type=Point}";
"2813834";"1395";"Мемориальная доска Арцимовичу Льву Андреевичу";"Здесь с 1944 г. по 1973 г. работал выдающийся советский физик, основоположник термоядерных исследований в СССР, Герой Социалистического труда, лауреат Ленинской и государственной премий, академик Лев Андреевич Арцимович";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 73";"РНЦ «Курчатовский институт», Институт ядерного синтеза. На территории института (здание 73)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305543";"{coordinates=[37.472678151, 55.793021977], type=Point}";"{coordinates=[37.472678151, 55.793021977], type=Point}";
"2813835";"1396";"Мемориальная доска Гладкову Георгию Алексеевичу";"Здесь с 1958 по 2005 год работал Гладков Георгий Алексеевич Герой Социалистического Труда, лауреат Ленинской и Государственной премий, Заслуженный деятель науки и техники РФ Профессор";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 106";"РНЦ «Курчатовский институт». На территории института (здание 106)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305830";"{coordinates=[37.476302594, 55.79245484], type=Point}";"{coordinates=[37.476302594, 55.79245484], type=Point}";
"2813836";"1397";"Мемориальная доска Завойскому Евгению Константиновичу";"В этом здании с 1956 по 1974 годы работал выдающийся физик, академик Евгений Константинович Завойский";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 102";"РНЦ «Курчатовский институт», Институт ядерного синтеза. На территории института (здание 102, ОРП-2)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305834";"{coordinates=[37.479049909, 55.794868776], type=Point}";"{coordinates=[37.479049909, 55.794868776], type=Point}";
"2813837";"1398";"Мемориальная доска Кадомцеву Борису Борисовичу";"В этом здании с 1956 года по 1998 год работал выдающийся физик, лауреат Ленинской и государственной премий академик Борис Борисович Кадомцев";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 73";"РНЦ «Курчатовский институт», Институт ядерного синтеза. На территории института (здание 73)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305543";"{coordinates=[37.472678151, 55.793021977], type=Point}";"{coordinates=[37.472678151, 55.793021977], type=Point}";
"2813838";"1399";"Мемориальная доска Кикоину Исааку Кушелевичу";"Здесь с 1943 года по 1984 год работал ученый-физик, дважды Герой Социалистического труда, лауреат Ленинской и государственных премий СССР академик Исаак Кушелевич Кикоин";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 103А";"РНЦ «Курчатовский институт», Институт молекулярной физики. На территории института (здание 103 А)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305831";"{coordinates=[37.467354143, 55.79270141], type=Point}";"{coordinates=[37.467354143, 55.79270141], type=Point}";
"2813839";"1400";"Мемориальная доска Курчатову Игорю Васильевичу";"Здесь с 1943 по 1960 год работал выдающийся ученый и организатор, научный руководитель Атомного проекта СССР, основатель и первый директор института, трижды Герой Социалистического труда, лауреат Ленинской и государственных премий СССР академик Игорь Васильевич Курчатов";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 1";"РНЦ «Курчатовский институт», Главное здание.";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305686";"{coordinates=[37.474445132, 55.800478241], type=Point}";"{coordinates=[37.474445132, 55.800478241], type=Point}";
"2813840";"1401";"Мемориальная доска Легасову Валерию Алексеевичу";"Здесь с 1962 года по 1988 год работал видный советский ученый, лауреат Ленинской и Государственных премий СССР академик Валерий Алексеевич Легасов";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 1";"РНЦ «Курчатовский институт», Главное здание";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305686";"{coordinates=[37.474445132, 55.800478241], type=Point}";"{coordinates=[37.474445132, 55.800478241], type=Point}";
"2813841";"1402";"Мемориальная доска Леонтовичу Михаилу Александровичу";"В этом здании с 1951 года по 1981 год работал выдающийся советский ученый, лауреат Ленинской премии, академик Михаил Александрович Леонтович";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 73";"РНЦ «Курчатовский институт», Институт ядерного синтеза. На территории института (здание 73)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305543";"{coordinates=[37.472678151, 55.793021977], type=Point}";"{coordinates=[37.472678151, 55.793021977], type=Point}";
"2813842";"1403";"Мемориальная доска Меркину Владимиру Иосифовичу";"В этом здании с 1946 г. работал организатор и руководитель сектора №6, лауреат Государственных премий, доктор технических наук Меркин Владимир Иосифович";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 29";"РНЦ «Курчатовский институт», Институт ядерных реакторов (здание 29)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305726";"{coordinates=[37.478749739, 55.793154822], type=Point}";"{coordinates=[37.478749739, 55.793154822], type=Point}";
"2813843";"1404";"Мемориальная доска Миллионщикову Михаилу Дмитриевичу";"Здесь с 1949 года по 1973 год работал видный Советский ученый, герой Социалистического труда, лауреат Ленинской и государственной премий СССР академик Михаил Дмитриевич Миллионщиков";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 1";"РНЦ «Курчатовский институт», Главное здание";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305686";"{coordinates=[37.474445132, 55.800478241], type=Point}";"{coordinates=[37.474445132, 55.800478241], type=Point}";
"2813844";"1405";"Мемориальная доска Русанову Владимиру Дмитриевичу";"В этом здании с 1956 по 2007 годы работал видный ученый, академик Владимир Дмитриевич Русанов";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 102";"РНЦ «Курчатовский институт», Институт ядерного синтеза. На территории института (здание 102)";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305834";"{coordinates=[37.479049909, 55.794868776], type=Point}";"{coordinates=[37.479049909, 55.794868776], type=Point}";
"2813845";"1406";"Мемориальная доска Харитону Юлию Борисовичу";"Здесь работал с 1944 года по 1949 год выдающийся ученый, трижды Герой Социалистического труда, лауреат Ленинской и государственных премий академик Юлий Борисович Харитон";"nested data";"Северо-Западный административный округ";"район Щукино";"Курчатова Академика пл., дом 1, строение 1";"РНЦ «Курчатовский институт», Главное здание.";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"3305686";"{coordinates=[37.474445132, 55.800478241], type=Point}";"{coordinates=[37.474445132, 55.800478241], type=Point}";
